Question ID,Category,Question,Answer,Answer Meaning,Patient Status,Target
Q0335,Domestic Violence / Emotional Abuse,Are you regularly deprived of emotional support by someone close repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0335,Domestic Violence / Emotional Abuse,Are you regularly deprived of emotional support by someone close repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0336,Domestic Violence / Financial Abuse,Are you manipulated with false promises or emotional blackmail in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0336,Domestic Violence / Financial Abuse,Are you manipulated with false promises or emotional blackmail in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0336,Domestic Violence / Financial Abuse,Are you manipulated with false promises or emotional blackmail in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0337,Domestic Violence / Physical Abuse,Has someone threatened your safety over financial matters by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0337,Domestic Violence / Physical Abuse,Has someone threatened your safety over financial matters by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0337,Domestic Violence / Physical Abuse,Has someone threatened your safety over financial matters by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0338,Domestic Violence / Emotional Abuse,Have you experienced violence related to dowry disputes,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0338,Domestic Violence / Emotional Abuse,Have you experienced violence related to dowry disputes,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0338,Domestic Violence / Emotional Abuse,Have you experienced violence related to dowry disputes,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0339,Domestic Violence / Financial Abuse,Are you manipulated with false promises or emotional blackmail due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0339,Domestic Violence / Financial Abuse,Are you manipulated with false promises or emotional blackmail due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0339,Domestic Violence / Financial Abuse,Are you manipulated with false promises or emotional blackmail due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0340,Domestic Violence / Physical Abuse,Is financial control used against you in your home,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0340,Domestic Violence / Physical Abuse,Is financial control used against you in your home,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0340,Domestic Violence / Physical Abuse,Is financial control used against you in your home,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0341,Domestic Violence / Emotional Abuse,Do in-laws restrict your personal freedom or finances without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0341,Domestic Violence / Emotional Abuse,Do in-laws restrict your personal freedom or finances without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0341,Domestic Violence / Emotional Abuse,Do in-laws restrict your personal freedom or finances without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0342,Domestic Violence / Financial Abuse,Has anyone ever caused you harm during an argument repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0342,Domestic Violence / Financial Abuse,Has anyone ever caused you harm during an argument repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0342,Domestic Violence / Financial Abuse,Has anyone ever caused you harm during an argument repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0343,Domestic Violence / Physical Abuse,Has anyone ever caused you harm during an argument by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0343,Domestic Violence / Physical Abuse,Has anyone ever caused you harm during an argument by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0343,Domestic Violence / Physical Abuse,Has anyone ever caused you harm during an argument by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0344,Domestic Violence / Emotional Abuse,Do in-laws restrict your personal freedom or finances during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0344,Domestic Violence / Emotional Abuse,Do in-laws restrict your personal freedom or finances during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0344,Domestic Violence / Emotional Abuse,Do in-laws restrict your personal freedom or finances during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0345,Domestic Violence / Financial Abuse,Is financial control used against you in your home repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0345,Domestic Violence / Financial Abuse,Is financial control used against you in your home repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0345,Domestic Violence / Financial Abuse,Is financial control used against you in your home repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0346,Domestic Violence / Physical Abuse,Do you feel you must hide your opinions to avoid conflict as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0346,Domestic Violence / Physical Abuse,Do you feel you must hide your opinions to avoid conflict as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0346,Domestic Violence / Physical Abuse,Do you feel you must hide your opinions to avoid conflict as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0347,Domestic Violence / Emotional Abuse,Is financial control used against you in your home due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0347,Domestic Violence / Emotional Abuse,Is financial control used against you in your home due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0347,Domestic Violence / Emotional Abuse,Is financial control used against you in your home due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0348,Domestic Violence / Financial Abuse,Do you feel you must hide your opinions to avoid conflict in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0348,Domestic Violence / Financial Abuse,Do you feel you must hide your opinions to avoid conflict in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0348,Domestic Violence / Financial Abuse,Do you feel you must hide your opinions to avoid conflict in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0349,Domestic Violence / Physical Abuse,Are you manipulated with false promises or emotional blackmail during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0349,Domestic Violence / Physical Abuse,Are you manipulated with false promises or emotional blackmail during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0349,Domestic Violence / Physical Abuse,Are you manipulated with false promises or emotional blackmail during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0350,Domestic Violence / Emotional Abuse,Is financial control used against you in your home in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0350,Domestic Violence / Emotional Abuse,Is financial control used against you in your home in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0350,Domestic Violence / Emotional Abuse,Is financial control used against you in your home in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0351,Domestic Violence / Financial Abuse,Are you manipulated with false promises or emotional blackmail in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0351,Domestic Violence / Financial Abuse,Are you manipulated with false promises or emotional blackmail in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0351,Domestic Violence / Financial Abuse,Are you manipulated with false promises or emotional blackmail in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0352,Domestic Violence / Physical Abuse,Have you been denied access to basic healthcare intentionally due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0352,Domestic Violence / Physical Abuse,Have you been denied access to basic healthcare intentionally due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0352,Domestic Violence / Physical Abuse,Have you been denied access to basic healthcare intentionally due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0353,Domestic Violence / Emotional Abuse,Do you feel you must hide your opinions to avoid conflict,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0353,Domestic Violence / Emotional Abuse,Do you feel you must hide your opinions to avoid conflict,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0353,Domestic Violence / Emotional Abuse,Do you feel you must hide your opinions to avoid conflict,2,Uncertain - Further assessment needed,Further Session Needed,2
