Question ID,Category,Question,Answer,Answer Meaning,Patient Status,Target
Q0301,Crisis Intervention,"When facing challenges, are you isolating yourself from everyone?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0301,Crisis Intervention,"When facing challenges, are you isolating yourself from everyone?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0302,Crisis Intervention,"During difficult times, do you feel overwhelmed and unable to cope?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0302,Crisis Intervention,"During difficult times, do you feel overwhelmed and unable to cope?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0302,Crisis Intervention,"During difficult times, do you feel overwhelmed and unable to cope?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0303,Crisis Intervention,"Over the past few months, are you in shock from a recent event?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0303,Crisis Intervention,"Over the past few months, are you in shock from a recent event?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0303,Crisis Intervention,"Over the past few months, are you in shock from a recent event?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0304,Crisis Intervention,Would you say is your current emotional state affecting your ability to function?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0304,Crisis Intervention,Would you say is your current emotional state affecting your ability to function?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0304,Crisis Intervention,Would you say is your current emotional state affecting your ability to function?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0305,Crisis Intervention,"In general, can you commit to staying safe for the next 24 hours?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0305,Crisis Intervention,"In general, can you commit to staying safe for the next 24 hours?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0305,Crisis Intervention,"In general, can you commit to staying safe for the next 24 hours?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0306,Crisis Intervention,To what degree have you been in crisis before?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0306,Crisis Intervention,To what degree have you been in crisis before?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0306,Crisis Intervention,To what degree have you been in crisis before?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0307,Crisis Intervention,"During difficult times, is your current emotional state affecting your ability to function?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0307,Crisis Intervention,"During difficult times, is your current emotional state affecting your ability to function?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0307,Crisis Intervention,"During difficult times, is your current emotional state affecting your ability to function?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0308,Crisis Intervention,"Over the past few months, are you experiencing paranoid thoughts?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0308,Crisis Intervention,"Over the past few months, are you experiencing paranoid thoughts?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0308,Crisis Intervention,"Over the past few months, are you experiencing paranoid thoughts?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0309,Crisis Intervention,"In the past month, do you feel detached from reality?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0309,Crisis Intervention,"In the past month, do you feel detached from reality?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0309,Crisis Intervention,"In the past month, do you feel detached from reality?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0310,Crisis Intervention,How often are you thinking about suicide?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0310,Crisis Intervention,How often are you thinking about suicide?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0310,Crisis Intervention,How often are you thinking about suicide?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0311,Crisis Intervention,How often is there a trusted person you can call?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0311,Crisis Intervention,How often is there a trusted person you can call?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0311,Crisis Intervention,How often is there a trusted person you can call?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0312,Crisis Intervention,"In general, do you feel overwhelmed and unable to cope?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0312,Crisis Intervention,"In general, do you feel overwhelmed and unable to cope?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0312,Crisis Intervention,"In general, do you feel overwhelmed and unable to cope?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0313,Crisis Intervention,"Recently, do you feel detached from reality?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0313,Crisis Intervention,"Recently, do you feel detached from reality?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0313,Crisis Intervention,"Recently, do you feel detached from reality?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0314,Crisis Intervention,"In the past month, do you feel you might lose control and hurt someone?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0314,Crisis Intervention,"In the past month, do you feel you might lose control and hurt someone?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0314,Crisis Intervention,"In the past month, do you feel you might lose control and hurt someone?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0315,Crisis Intervention,How much do you feel detached from reality?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0315,Crisis Intervention,How much do you feel detached from reality?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0315,Crisis Intervention,How much do you feel detached from reality?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0316,Crisis Intervention,"Recently, do you have access to means of self-harm that we should secure?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0316,Crisis Intervention,"Recently, do you have access to means of self-harm that we should secure?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0316,Crisis Intervention,"Recently, do you have access to means of self-harm that we should secure?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0317,Crisis Intervention,"In your daily life, have you attempted suicide in the past?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0317,Crisis Intervention,"In your daily life, have you attempted suicide in the past?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0317,Crisis Intervention,"In your daily life, have you attempted suicide in the past?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0318,Crisis Intervention,"In the past week, do you feel you might lose control and hurt someone?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0318,Crisis Intervention,"In the past week, do you feel you might lose control and hurt someone?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0318,Crisis Intervention,"In the past week, do you feel you might lose control and hurt someone?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0319,Crisis Intervention,"In the past week, can you reach out to someone for immediate help?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0319,Crisis Intervention,"In the past week, can you reach out to someone for immediate help?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0319,Crisis Intervention,"In the past week, can you reach out to someone for immediate help?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0320,Crisis Intervention,How severely are you trembling or shaking?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0320,Crisis Intervention,How severely are you trembling or shaking?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0320,Crisis Intervention,How severely are you trembling or shaking?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0321,Crisis Intervention,How much did something happen recently that deeply upset you?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0321,Crisis Intervention,How much did something happen recently that deeply upset you?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0321,Crisis Intervention,How much did something happen recently that deeply upset you?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0322,Crisis Intervention,To what degree have you used crisis services before?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0322,Crisis Intervention,To what degree have you used crisis services before?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0322,Crisis Intervention,To what degree have you used crisis services before?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0323,Crisis Intervention,"In the past week, do you have plans to hurt another person?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0323,Crisis Intervention,"In the past week, do you have plans to hurt another person?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0323,Crisis Intervention,"In the past week, do you have plans to hurt another person?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0324,Crisis Intervention,How much do you have access to crisis support services?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0324,Crisis Intervention,How much do you have access to crisis support services?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0324,Crisis Intervention,How much do you have access to crisis support services?,2,Uncertain - Further assessment needed,Further Session Needed,2
